n;x_n;|x_n - x_n-1|;log(|x_n - x_n-1|);|x_n - x_r|;log(|x_n - x_r|);alpha;lambda
37;-2.64921;0.0359434;-1.44438;3.54921;0.550132;0.978914;0.922643
38;-2.68478;0.0355721;-1.44889;3.58478;0.554463;0.979356;0.923999
39;-2.71999;0.0352121;-1.45331;3.61999;0.558708;0.979779;0.925305
40;-2.75486;0.034863;-1.45764;3.65486;0.56287;0.980185;0.926563
41;-2.78938;0.0345241;-1.46188;3.68938;0.566954;0.980575;0.927778
42;-2.82358;0.034195;-1.46604;3.72358;0.57096;0.98095;0.928949
43;-2.85745;0.0338753;-1.47012;3.75745;0.574893;0.981311;0.930081
44;-2.89102;0.0335644;-1.47412;3.79102;0.578756;0.981658;0.931175
45;-2.92428;0.033262;-1.47805;3.82428;0.582549;0.981993;0.932233
46;-2.95725;0.0329677;-1.48191;3.85725;0.586277;0.982315;0.933256
47;-2.98993;0.0326811;-1.4857;3.88993;0.589941;0.982626;0.934247
48;-3.02233;0.032402;-1.48943;3.92233;0.593544;0.982926;0.935207
49;-3.05446;0.0321299;-1.49309;3.95446;0.597087;0.983216;0.936137
50;-3.08632;0.0318646;-1.49669;3.98632;0.600572;0.983496;0.93704
51;-3.11793;0.0316058;-1.50023;4.01793;0.604002;0.983767;0.937915
52;-3.14928;0.0313533;-1.50372;4.04928;0.607378;0.98403;0.938765
53;-3.18039;0.0311068;-1.50714;4.08039;0.610702;0.984283;0.93959
54;-3.21125;0.0308661;-1.51052;4.11125;0.613974;0.984529;0.940392
55;-3.24189;0.0306309;-1.51384;4.14189;0.617198;0.984767;0.941172
56;-3.27229;0.030401;-1.51711;4.17229;0.620374;0.984998;0.94193
57;-3.30246;0.0301763;-1.52033;4.20246;0.623504;0.985222;0.942667
58;-3.33242;0.0299565;-1.52351;4.23242;0.626589;0.98544;0.943385
59;-3.36216;0.0297415;-1.52664;4.26216;0.62963;0.985651;0.944083
60;-3.39169;0.029531;-1.52972;4.29169;0.632629;0.985856;0.944764
61;-3.42102;0.0293251;-1.53276;4.32102;0.635586;0.986055;0.945427
62;-3.45014;0.0291233;-1.53576;4.35014;0.638503;0.986249;0.946073
63;-3.47907;0.0289258;-1.53872;4.37907;0.641382;0.986437;0.946704
64;-3.5078;0.0287322;-1.54163;4.4078;0.644222;0.98662;0.947318
65;-3.53634;0.0285425;-1.54451;4.43634;0.647025;0.986798;0.947918
66;-3.5647;0.0283565;-1.54735;4.4647;0.649792;0.986972;0.948504
67;-3.59287;0.0281741;-1.55015;4.49287;0.652524;0.987141;0.949075
68;-3.62087;0.0279952;-1.55292;4.52087;0.655222;0.987306;0.949633
69;-3.64869;0.0278197;-1.55565;4.54869;0.657886;0.987466;0.950178
70;-3.67633;0.0276475;-1.55834;4.57633;0.660518;0.987623;0.950711
71;-3.70381;0.0274784;-1.56101;4.60381;0.663118;0.987775;0.951232
72;-3.73112;0.0273125;-1.56364;4.63112;0.665686;0.987924;0.951741
73;-3.75827;0.0271495;-1.56624;4.65827;0.668225;0.98807;0.952239
74;-3.78526;0.0269894;-1.56881;4.68526;0.670734;0.988212;0.952727
75;-3.8121;0.0268322;-1.57134;4.7121;0.673214;0.98835;0.953203
76;-3.83877;0.0266777;-1.57385;4.73877;0.675666;0.988485;0.95367
77;-3.8653;0.0265258;-1.57633;4.7653;0.67809;0.988617;0.954127
78;-3.89168;0.0263765;-1.57878;4.79168;0.680487;0.988747;0.954574
79;-3.91791;0.0262297;-1.58121;4.81791;0.682858;0.988873;0.955012
80;-3.94399;0.0260854;-1.5836;4.84399;0.685203;0.988996;0.955441
81;-3.96993;0.0259434;-1.58597;4.86993;0.687523;0.989117;0.955862
82;-3.99574;0.0258037;-1.58832;4.89574;0.689818;0.989235;0.956274
83;-4.0214;0.0256663;-1.59064;4.9214;0.692089;0.98935;0.956678
84;-4.04694;0.025531;-1.59293;4.94694;0.694336;0.989464;0.957074
85;-4.07233;0.0253979;-1.5952;4.97233;0.69656;0.989574;0.957463
86;-4.0976;0.0252668;-1.59745;4.9976;0.698762;0.989683;0.957844
87;-4.12274;0.0251378;-1.59967;5.02274;0.700941;0.989789;0.958218
88;-4.14775;0.0250107;-1.60187;5.04775;0.703098;0.989893;0.958585
89;-4.17263;0.0248856;-1.60405;5.07263;0.705234;0.989995;0.958945
90;-4.1974;0.0247623;-1.60621;5.0974;0.707348;0.990094;0.959299
91;-4.22204;0.0246409;-1.60834;5.12204;0.709443;0.990192;0.959646
92;-4.24656;0.0245212;-1.61046;5.14656;0.711517;0.990288;0.959987
93;-4.27096;0.0244032;-1.61255;5.17096;0.713571;0.990382;0.960322
94;-4.29525;0.024287;-1.61463;5.19525;0.715606;0.990474;0.960651
95;-4.31942;0.0241724;-1.61668;5.21942;0.717622;0.990565;0.960974
96;-4.34348;0.0240594;-1.61872;5.24348;0.71962;0.990654;0.961292
97;-4.36743;0.023948;-1.62073;5.26743;0.721599;0.990741;0.961604
98;-4.39127;0.0238381;-1.62273;5.29127;0.72356;0.990826;0.961911
99;-4.415;0.0237298;-1.62471;5.315;0.725503;0.99091;0.962213
100;-4.43862;0.0236229;-1.62667;5.33862;0.727429;0.990993;0.962509
101;-4.46214;0.0235174;-1.62861;5.36214;0.729338;0.991074;0.962801
102;-4.48555;0.0234134;-1.63054;5.38555;0.73123;0.991153;0.963088
103;-4.50886;0.0233107;-1.63244;5.40886;0.733106;0.991231;0.963371
104;-4.53207;0.0232094;-1.63434;5.43207;0.734965;0.991308;0.963648
105;-4.55518;0.0231094;-1.63621;5.45518;0.736809;0.991383;0.963922
106;-4.57819;0.0230107;-1.63807;5.47819;0.738637;0.991457;0.964191
107;-4.6011;0.0229132;-1.63991;5.5011;0.74045;0.99153;0.964456
108;-4.62392;0.022817;-1.64174;5.52392;0.742247;0.991602;0.964716
109;-4.64664;0.0227219;-1.64355;5.54664;0.74403;0.991672;0.964973
110;-4.66927;0.0226281;-1.64535;5.56927;0.745798;0.991741;0.965226
111;-4.69181;0.0225354;-1.64713;5.59181;0.747552;0.991809;0.965474
112;-4.71425;0.0224439;-1.6489;5.61425;0.749292;0.991876;0.96572
113;-4.7366;0.0223534;-1.65066;5.6366;0.751017;0.991942;0.965961
114;-4.75887;0.0222641;-1.6524;5.65887;0.75273;0.992007;0.966199
115;-4.78104;0.0221758;-1.65412;5.68104;0.754428;0.992071;0.966433
116;-4.80313;0.0220886;-1.65583;5.70313;0.756113;0.992133;0.966664
117;-4.82513;0.0220023;-1.65753;5.72513;0.757786;0.992195;0.966892
118;-4.84705;0.0219171;-1.65922;5.74705;0.759445;0.992256;0.967116
119;-4.86888;0.0218329;-1.66089;5.76888;0.761092;0.992316;0.967337
120;-4.89063;0.0217497;-1.66255;5.79063;0.762726;0.992375;0.967555
121;-4.9123;0.0216674;-1.66419;5.8123;0.764348;0.992433;0.96777
122;-4.93389;0.021586;-1.66583;5.83389;0.765958;0.99249;0.967982
123;-4.95539;0.0215055;-1.66745;5.85539;0.767556;0.992546;0.968191
124;-4.97682;0.021426;-1.66906;5.87682;0.769142;0.992601;0.968397
125;-4.99817;0.0213473;-1.67066;5.89817;0.770717;0.992656;0.968601
126;-5.01944;0.0212695;-1.67224;5.91944;0.77228;0.99271;0.968801
127;-5.04063;0.0211925;-1.67382;5.94063;0.773832;0.992763;0.968999
128;-5.06174;0.0211163;-1.67538;5.96174;0.775373;0.992815;0.969194
129;-5.08279;0.021041;-1.67693;5.98279;0.776903;0.992867;0.969387
130;-5.10375;0.0209665;-1.67847;6.00375;0.778423;0.992918;0.969577
131;-5.12464;0.0208928;-1.68;6.02464;0.779931;0.992968;0.969765
132;-5.14546;0.0208198;-1.68152;6.04546;0.78143;0.993017;0.96995
133;-5.16621;0.0207476;-1.68303;6.06621;0.782918;0.993066;0.970133
134;-5.18689;0.0206762;-1.68453;6.08689;0.784395;0.993114;0.970313
135;-5.20749;0.0206055;-1.68602;6.10749;0.785863;0.993161;0.970491
136;-5.22803;0.0205355;-1.6875;6.12803;0.787321;0.993208;0.970667
137;-5.2485;0.0204662;-1.68896;6.1485;0.788769;0.993254;0.970841
138;-5.26889;0.0203976;-1.69042;6.16889;0.790207;0.993299;0.971012
139;-5.28922;0.0203297;-1.69187;6.18922;0.791636;0.993344;0.971182
140;-5.30949;0.0202625;-1.69331;6.20949;0.793056;0.993388;0.971349
141;-5.32968;0.020196;-1.69474;6.22968;0.794466;0.993432;0.971514
142;-5.34981;0.0201301;-1.69615;6.24981;0.795867;0.993475;0.971678
143;-5.36988;0.0200648;-1.69756;6.26988;0.797259;0.993517;0.971839
144;-5.38988;0.0200002;-1.69897;6.28988;0.798642;0.993559;0.971998
145;-5.40981;0.0199362;-1.70036;6.30981;0.800016;0.993601;0.972156
146;-5.42969;0.0198728;-1.70174;6.32969;0.801382;0.993642;0.972311
147;-5.4495;0.01981;-1.70312;6.3495;0.802739;0.993682;0.972465
148;-5.46924;0.0197478;-1.70448;6.36924;0.804088;0.993722;0.972617
149;-5.48893;0.0196862;-1.70584;6.38893;0.805428;0.993761;0.972767
150;-5.50855;0.0196252;-1.70719;6.40855;0.80676;0.9938;0.972916
151;-5.52812;0.0195647;-1.70853;6.42812;0.808084;0.993838;0.973063
152;-5.54762;0.0195048;-1.70986;6.44762;0.8094;0.993876;0.973208
153;-5.56707;0.0194455;-1.71118;6.46707;0.810708;0.993914;0.973351
154;-5.58646;0.0193866;-1.7125;6.48646;0.812007;0.993951;0.973493
155;-5.60578;0.0193283;-1.71381;6.50578;0.8133;0.993987;0.973633
156;-5.62505;0.0192706;-1.71511;6.52505;0.814584;0.994023;0.973772
157;-5.64427;0.0192133;-1.7164;6.54427;0.815861;0.994059;0.973909
158;-5.66342;0.0191566;-1.71768;6.56342;0.817131;0.994094;0.974045
159;-5.68253;0.0191004;-1.71896;6.58253;0.818393;0.994129;0.974179
160;-5.70157;0.0190446;-1.72023;6.60157;0.819647;0.994163;0.974312
161;-5.72056;0.0189894;-1.72149;6.62056;0.820895;0.994197;0.974443
162;-5.73949;0.0189346;-1.72274;6.63949;0.822135;0.994231;0.974573
163;-5.75837;0.0188803;-1.72399;6.65837;0.823368;0.994264;0.974701
164;-5.7772;0.0188264;-1.72523;6.6772;0.824594;0.994297;0.974828
165;-5.79597;0.0187731;-1.72647;6.69597;0.825814;0.99433;0.974954
166;-5.81469;0.0187201;-1.72769;6.71469;0.827026;0.994362;0.975078
167;-5.83336;0.0186676;-1.72891;6.73336;0.828232;0.994393;0.975202
168;-5.85198;0.0186156;-1.73012;6.75198;0.829431;0.994425;0.975323
169;-5.87054;0.018564;-1.73133;6.77054;0.830623;0.994456;0.975444
170;-5.88905;0.0185128;-1.73253;6.78905;0.831809;0.994487;0.975563
171;-5.90752;0.0184621;-1.73372;6.80752;0.832989;0.994517;0.975682
172;-5.92593;0.0184117;-1.73491;6.82593;0.834162;0.994547;0.975798
173;-5.94429;0.0183618;-1.73608;6.84429;0.835328;0.994577;0.975914
174;-5.9626;0.0183123;-1.73726;6.8626;0.836489;0.994606;0.976029
175;-5.98086;0.0182631;-1.73842;6.88086;0.837643;0.994635;0.976142
176;-5.99908;0.0182144;-1.73958;6.89908;0.838791;0.994664;0.976255
177;-6.01725;0.0181661;-1.74074;6.91725;0.839933;0.994692;0.976366
178;-6.03536;0.0181181;-1.74189;6.93536;0.841069;0.99472;0.976476
179;-6.05343;0.0180705;-1.74303;6.95343;0.842199;0.994748;0.976585
180;-6.07146;0.0180233;-1.74417;6.97146;0.843324;0.994776;0.976693
181;-6.08943;0.0179765;-1.7453;6.98943;0.844442;0.994803;0.9768
182;-6.10736;0.01793;-1.74642;7.00736;0.845555;0.99483;0.976906
183;-6.12525;0.0178839;-1.74754;7.02525;0.846662;0.994857;0.97701
184;-6.14309;0.0178381;-1.74865;7.04309;0.847763;0.994883;0.977114
185;-6.16088;0.0177927;-1.74976;7.06088;0.848859;0.994909;0.977217
186;-6.17863;0.0177477;-1.75086;7.07863;0.849949;0.994935;0.977319
187;-6.19633;0.017703;-1.75195;7.09633;0.851034;0.994961;0.97742
188;-6.21399;0.0176586;-1.75304;7.11399;0.852113;0.994986;0.97752
189;-6.2316;0.0176145;-1.75413;7.1316;0.853187;0.995011;0.977619
190;-6.24917;0.0175708;-1.75521;7.14917;0.854256;0.995036;0.977717
191;-6.2667;0.0175274;-1.75628;7.1667;0.855319;0.995061;0.977814
192;-6.28418;0.0174843;-1.75735;7.18418;0.856377;0.995085;0.977911
193;-6.30163;0.0174416;-1.75841;7.20163;0.857431;0.995109;0.978006
194;-6.31903;0.0173991;-1.75947;7.21903;0.858479;0.995133;0.978101
195;-6.33638;0.017357;-1.76053;7.23638;0.859522;0.995157;0.978195
196;-6.3537;0.0173152;-1.76157;7.2537;0.860559;0.99518;0.978288
197;-6.37097;0.0172736;-1.76262;7.27097;0.861592;0.995203;0.97838
198;-6.3882;0.0172324;-1.76365;7.2882;0.86262;0.995226;0.978471
199;-6.4054;0.0171915;-1.76469;7.3054;0.863644;0.995249;0.978561
200;-6.42255;0.0171508;-1.76572;7.32255;0.864662;0.995272;0.978651
201;-6.43966;0.0171105;-1.76674;7.33966;0.865676;0.995294;0.97874
202;-6.45673;0.0170704;-1.76776;7.35673;0.866685;0.995316;0.978828
203;-6.47376;0.0170306;-1.76877;7.37376;0.867689;0.995338;0.978915
204;-6.49075;0.0169911;-1.76978;7.39075;0.868688;0.99536;0.979002
205;-6.5077;0.0169518;-1.77078;7.4077;0.869683;0.995381;0.979088
206;-6.52461;0.0169129;-1.77178;7.42461;0.870674;0.995402;0.979173
207;-6.54149;0.0168742;-1.77278;7.44149;0.87166;0.995424;0.979257
208;-6.55832;0.0168357;-1.77377;7.45832;0.872641;0.995445;0.979341
209;-6.57512;0.0167975;-1.77475;7.47512;0.873618;0.995465;0.979423
210;-6.59188;0.0167596;-1.77574;7.49188;0.874591;0.995486;0.979506
211;-6.6086;0.016722;-1.77671;7.5086;0.875559;0.995506;0.979587
212;-6.62529;0.0166846;-1.77769;7.52529;0.876523;0.995526;0.979668
213;-6.64193;0.0166474;-1.77865;7.54193;0.877483;0.995546;0.979748
214;-6.65854;0.0166105;-1.77962;7.55854;0.878438;0.995566;0.979828
215;-6.67512;0.0165738;-1.78058;7.57512;0.879389;0.995586;0.979907
216;-6.69166;0.0165374;-1.78153;7.59166;0.880337;0.995605;0.979985
217;-6.70816;0.0165012;-1.78248;7.60816;0.881279;0.995624;0.980062
218;-6.72462;0.0164653;-1.78343;7.62462;0.882218;0.995644;0.980139
219;-6.74105;0.0164296;-1.78437;7.64105;0.883153;0.995663;0.980215
220;-6.75745;0.0163941;-1.78531;7.65745;0.884084;0.995681;0.980291
221;-6.7738;0.0163589;-1.78625;7.6738;0.885011;0.9957;0.980366
222;-6.79013;0.0163238;-1.78718;7.69013;0.885934;0.995718;0.980441
223;-6.80642;0.016289;-1.7881;7.70642;0.886853;0.995737;0.980515
224;-6.82267;0.0162545;-1.78903;7.72267;0.887768;0.995755;0.980588
225;-6.83889;0.0162201;-1.78995;7.73889;0.888679;0.995773;0.980661
226;-6.85508;0.016186;-1.79086;7.75508;0.889586;0.995791;0.980733
227;-6.87123;0.016152;-1.79177;7.77123;0.89049;0.995808;0.980804
228;-6.88735;0.0161183;-1.79268;7.78735;0.89139;0.995826;0.980875
229;-6.90343;0.0160848;-1.79358;7.80343;0.892286;0.995843;0.980946
230;-6.91949;0.0160515;-1.79448;7.81949;0.893178;0.995861;0.981016
231;-6.9355;0.0160185;-1.79538;7.8355;0.894067;0.995878;0.981085
232;-6.95149;0.0159856;-1.79627;7.85149;0.894952;0.995895;0.981154
233;-6.96744;0.0159529;-1.79716;7.86744;0.895834;0.995912;0.981222
234;-6.98336;0.0159204;-1.79805;7.88336;0.896711;0.995928;0.98129
235;-6.99925;0.0158881;-1.79893;7.89925;0.897586;0.995945;0.981357
236;-7.01511;0.0158561;-1.7998;7.91511;0.898457;0.995961;0.981424
237;-7.03093;0.0158242;-1.80068;7.93093;0.899324;0.995978;0.98149
238;-7.04672;0.0157925;-1.80155;7.94672;0.900188;0.995994;0.981556
239;-7.06248;0.015761;-1.80242;7.96248;0.901049;0.99601;0.981621
240;-7.07821;0.0157296;-1.80328;7.97821;0.901906;0.996026;0.981686
241;-7.09391;0.0156985;-1.80414;7.99391;0.902759;0.996041;0.981751
242;-7.10958;0.0156675;-1.805;8.00958;0.90361;0.996057;0.981814
243;-7.12522;0.0156368;-1.80585;8.02522;0.904457;0.996073;0.981878
244;-7.14082;0.0156062;-1.8067;8.04082;0.9053;0.996088;0.981941
245;-7.1564;0.0155758;-1.80755;8.0564;0.906141;0.996103;0.982003
246;-7.17194;0.0155456;-1.80839;8.07194;0.906978;0.996119;0.982065
247;-7.18746;0.0155155;-1.80923;8.08746;0.907812;0.996134;0.982127
248;-7.20295;0.0154856;-1.81007;8.10295;0.908643;0.996148;0.982188
249;-7.2184;0.0154559;-1.81091;8.1184;0.909471;0.996163;0.982248
250;-7.23383;0.0154264;-1.81174;8.13383;0.910295;0.996178;0.982309
251;-7.24922;0.015397;-1.81256;8.14922;0.911116;0.996193;0.982368
252;-7.26459;0.0153678;-1.81339;8.16459;0.911935;0.996207;0.982428
253;-7.27993;0.0153388;-1.81421;8.17993;0.91275;0.996221;0.982487
254;-7.29524;0.0153099;-1.81503;8.19524;0.913562;0.996236;0.982545
255;-7.31052;0.0152812;-1.81584;8.21052;0.914371;0.99625;0.982603
256;-7.32577;0.0152526;-1.81665;8.22577;0.915177;0.996264;0.982661
257;-7.341;0.0152243;-1.81746;8.241;0.91598;0.996278;0.982719
258;-7.3562;0.015196;-1.81827;8.2562;0.91678;0.996292;0.982775
259;-7.37136;0.015168;-1.81907;8.27136;0.917577;0.996305;0.982832
260;-7.3865;0.01514;-1.81987;8.2865;0.918371;0.996319;0.982888
261;-7.40162;0.0151123;-1.82067;8.30162;0.919163;0.996333;0.982944
262;-7.4167;0.0150847;-1.82146;8.3167;0.919951;0.996346;0.982999
263;-7.43176;0.0150572;-1.82226;8.33176;0.920737;0.996359;0.983054
264;-7.44679;0.0150299;-1.82304;8.34679;0.921519;0.996373;0.983109
265;-7.46179;0.0150027;-1.82383;8.36179;0.922299;0.996386;0.983163
266;-7.47677;0.0149757;-1.82461;8.37677;0.923076;0.996399;0.983217
267;-7.49171;0.0149489;-1.82539;8.39171;0.923851;0.996412;0.983271
268;-7.50664;0.0149221;-1.82617;8.40664;0.924622;0.996425;0.983324
269;-7.52153;0.0148956;-1.82694;8.42153;0.925391;0.996437;0.983376
270;-7.5364;0.0148691;-1.82771;8.4364;0.926157;0.99645;0.983429
271;-7.55124;0.0148428;-1.82848;8.45124;0.926921;0.996463;0.983481
272;-7.56606;0.0148167;-1.82925;8.46606;0.927681;0.996475;0.983533
273;-7.58085;0.0147906;-1.83001;8.48085;0.928439;0.996488;0.983584
274;-7.59562;0.0147647;-1.83077;8.49562;0.929195;0.9965;0.983635
275;-7.61036;0.014739;-1.83153;8.51036;0.929948;0.996512;0.983686
276;-7.62507;0.0147134;-1.83229;8.52507;0.930698;0.996524;0.983736
277;-7.63976;0.0146879;-1.83304;8.53976;0.931445;0.996536;0.983787
278;-7.65442;0.0146626;-1.83379;8.55442;0.932191;0.996548;0.983836
279;-7.66906;0.0146373;-1.83454;8.56906;0.932933;0.99656;0.983886
280;-7.68367;0.0146122;-1.83528;8.58367;0.933673;0.996572;0.983935
281;-7.69826;0.0145873;-1.83603;8.59826;0.93441;0.996584;0.983984
282;-7.71282;0.0145625;-1.83677;8.61282;0.935145;0.996596;0.984032
283;-7.72736;0.0145377;-1.8375;8.62736;0.935878;0.996607;0.98408
284;-7.74187;0.0145132;-1.83824;8.64187;0.936608;0.996619;0.984128
285;-7.75636;0.0144887;-1.83897;8.65636;0.937335;0.99663;0.984176
286;-7.77082;0.0144644;-1.8397;8.67082;0.93806;0.996641;0.984223
287;-7.78526;0.0144402;-1.84043;8.68526;0.938783;0.996653;0.98427
288;-7.79968;0.0144161;-1.84115;8.69968;0.939503;0.996664;0.984317
289;-7.81407;0.0143921;-1.84188;8.71407;0.940221;0.996675;0.984363
290;-7.82844;0.0143683;-1.8426;8.72844;0.940937;0.996686;0.984409
291;-7.84278;0.0143445;-1.84331;8.74278;0.94165;0.996697;0.984455
292;-7.8571;0.0143209;-1.84403;8.7571;0.942361;0.996708;0.984501
293;-7.8714;0.0142974;-1.84474;8.7714;0.943069;0.996719;0.984546
294;-7.88568;0.014274;-1.84545;8.78568;0.943775;0.996729;0.984591
295;-7.89993;0.0142508;-1.84616;8.79993;0.944479;0.99674;0.984636
296;-7.91415;0.0142276;-1.84687;8.81415;0.945181;0.996751;0.98468
297;-7.92836;0.0142046;-1.84757;8.82836;0.94588;0.996761;0.984724
298;-7.94254;0.0141817;-1.84827;8.84254;0.946577;0.996772;0.984768
299;-7.9567;0.0141588;-1.84897;8.8567;0.947272;0.996782;0.984812
300;-7.97084;0.0141361;-1.84967;8.87084;0.947965;0.996793;0.984855
301;-7.98495;0.0141135;-1.85036;8.88495;0.948655;0.996803;0.984898
302;-7.99904;0.014091;-1.85106;8.89904;0.949343;0.996813;0.984941
303;-8.01311;0.0140687;-1.85175;8.91311;0.950029;0.996823;0.984984
304;-8.02716;0.0140464;-1.85244;8.92716;0.950713;0.996833;0.985026
305;-8.04118;0.0140242;-1.85312;8.94118;0.951395;0.996843;0.985068
306;-8.05518;0.0140022;-1.85381;8.95518;0.952074;0.996853;0.98511
307;-8.06916;0.0139802;-1.85449;8.96916;0.952752;0.996863;0.985152
308;-8.08312;0.0139583;-1.85517;8.98312;0.953427;0.996873;0.985193
309;-8.09706;0.0139366;-1.85584;8.99706;0.9541;0.996883;0.985234
310;-8.11097;0.0139149;-1.85652;9.01097;0.954772;0.996892;0.985275
311;-8.12486;0.0138934;-1.85719;9.02486;0.955441;0.996902;0.985316
312;-8.13874;0.0138719;-1.85786;9.03874;0.956108;0.996912;0.985356
313;-8.15259;0.0138506;-1.85853;9.05259;0.956773;0.996921;0.985396
314;-8.16642;0.0138293;-1.8592;9.06642;0.957436;0.996931;0.985436
315;-8.18022;0.0138081;-1.85986;9.08022;0.958097;0.99694;0.985476
316;-8.19401;0.0137871;-1.86053;9.09401;0.958756;0.996949;0.985515
317;-8.20778;0.0137661;-1.86119;9.10778;0.959412;0.996959;0.985555
318;-8.22152;0.0137452;-1.86185;9.12152;0.960067;0.996968;0.985594
319;-8.23525;0.0137245;-1.8625;9.13525;0.96072;0.996977;0.985633
320;-8.24895;0.0137038;-1.86316;9.14895;0.961371;0.996986;0.985671
321;-8.26263;0.0136832;-1.86381;9.16263;0.96202;0.996995;0.98571
322;-8.2763;0.0136627;-1.86446;9.1763;0.962667;0.997004;0.985748
323;-8.28994;0.0136423;-1.86511;9.18994;0.963313;0.997013;0.985786
324;-8.30356;0.013622;-1.86576;9.20356;0.963956;0.997022;0.985823
325;-8.31716;0.0136018;-1.8664;9.21716;0.964597;0.997031;0.985861
326;-8.33075;0.0135816;-1.86705;9.23075;0.965237;0.99704;0.985898
327;-8.34431;0.0135616;-1.86769;9.24431;0.965874;0.997049;0.985935
328;-8.35785;0.0135416;-1.86833;9.25785;0.96651;0.997057;0.985972
329;-8.37137;0.0135218;-1.86897;9.27137;0.967144;0.997066;0.986009
330;-8.38487;0.013502;-1.8696;9.28487;0.967776;0.997075;0.986045
331;-8.39835;0.0134823;-1.87024;9.29835;0.968406;0.997083;0.986082
332;-8.41182;0.0134627;-1.87087;9.31182;0.969034;0.997092;0.986118
333;-8.42526;0.0134432;-1.8715;9.32526;0.969661;0.9971;0.986154
334;-8.43868;0.0134237;-1.87213;9.33868;0.970286;0.997109;0.986189
335;-8.45209;0.0134044;-1.87275;9.35209;0.970909;0.997117;0.986225
336;-8.46547;0.0133851;-1.87338;9.36547;0.97153;0.997125;0.98626
337;-8.47884;0.0133659;-1.874;9.37884;0.972149;0.997133;0.986295
338;-8.49219;0.0133468;-1.87462;9.39219;0.972767;0.997142;0.98633
339;-8.50551;0.0133278;-1.87524;9.40551;0.973383;0.99715;0.986365
340;-8.51882;0.0133089;-1.87586;9.41882;0.973997;0.997158;0.9864
341;-8.53211;0.01329;-1.87647;9.43211;0.974609;0.997166;0.986434
342;-8.54538;0.0132712;-1.87709;9.44538;0.97522;0.997174;0.986468
343;-8.55864;0.0132525;-1.8777;9.45864;0.975829;0.997182;0.986502
344;-8.57187;0.0132339;-1.87831;9.47187;0.976436;0.99719;0.986536
345;-8.58509;0.0132154;-1.87892;9.48509;0.977041;0.997198;0.98657
346;-8.59828;0.0131969;-1.87953;9.49828;0.977645;0.997206;0.986603
347;-8.61146;0.0131785;-1.88013;9.51146;0.978247;0.997214;0.986637
348;-8.62462;0.0131602;-1.88074;9.52462;0.978848;0.997221;0.98667
